180,172,724,172,724,242,180,242
136,254,816,254,816,328,136,328
252,336,654,336,654,382,252,382
164,386,744,386,744,433,164,433
70,434,836,434,836,481,70,481
138,486,768,486,768,529,138,529
250,536,686,536,686,578,250,578
226,586,708,586,708,626,226,626
180,693,750,693,750,762,180,762
90,778,818,778,818,848,90,848
224,860,682,860,682,935,224,935
50,1036,374,1036,374,1080,50,1080
426,1040,884,1040,884,1082,426,1082
50,1086,218,1086,218,1130,50,1130
494,1090,792,1090,792,1132,494,1132
94,1186,748,1186,748,1228,94,1228
162,1236,636,1236,636,1282,162,1282
50,1336,304,1336,304,1380,50,1380
674,1340,810,1340,810,1378,674,1378
50,1434,436,1434,436,1476,50,1476
118,1486,350,1486,350,1527,118,1527
736,1486,884,1486,884,1531,736,1531
70,1532,416,1532,416,1581,70,1581
718,1538,836,1538,836,1580,718,1580
50,1634,530,1634,530,1676,50,1676
736,1638,836,1638,836,1678,736,1678
50,1685,324,1685,324,1726,50,1726
738,1690,834,1690,834,1726,738,1726
50,1734,242,1734,242,1774,50,1774
736,1738,836,1738,836,1778,736,1778
50,1782,154,1782,154,1822,50,1822
694,1786,834,1786,834,1824,694,1824
50,1832,198,1832,198,1872,50,1872
738,1836,838,1836,838,1878,738,1878
54,1930,282,1930,282,1972,54,1972
806,1936,834,1936,834,1972,806,1972
50,1981,306,1981,306,2023,50,2023
338,1982,592,1982,592,2022,338,2022
646,1982,836,1982,836,2022,646,2022
50,2028,198,2028,198,2070,50,2070
494,2032,592,2032,592,2072,494,2072
738,2034,836,2034,836,2072,738,2072
50,2126,350,2126,350,2170,50,2170
716,2130,836,2130,836,2172,716,2172
182,2227,728,2227,728,2271,182,2271
162,2274,772,2274,772,2324,162,2324
138,2324,784,2324,784,2368,138,2368
250,2378,658,2378,658,2414,250,2414
182,2423,724,2423,724,2467,182,2467
182,2476,726,2476,726,2518,182,2518
