88,207,842,207,842,271,88,271
380,267,552,267,552,325,380,325
236,308,694,308,694,363,236,363
376,355,556,355,556,411,376,411
262,403,664,403,664,463,262,463
312,449,618,449,618,501,312,501
274,509,658,509,658,565,274,565
230,559,700,559,700,617,230,617
38,633,152,633,152,685,38,685
256,687,514,687,514,741,256,741
554,687,848,687,848,736,554,736
40,687,176,687,176,739,40,739
554,733,810,733,810,783,554,783
37,741,173,741,173,789,37,789
256,739,402,739,402,789,256,789
552,783,652,783,652,837,552,837
42,785,284,785,284,841,42,841
466,873,596,873,596,927,466,927
626,873,774,873,774,925,626,925
796,873,868,873,868,923,796,923
42,875,122,875,122,927,42,927
336,875,410,875,410,933,336,933
42,923,134,923,134,973,42,973
356,923,394,923,394,971,356,971
486,923,580,923,580,971,486,971
672,923,768,923,768,971,672,971
802,923,864,923,864,969,802,969
44,970,320,970,320,1023,44,1023
671,1017,773,1017,773,1065,671,1065
132,1017,290,1017,290,1074,132,1074
132,1089,598,1089,598,1144,132,1144
670,1085,768,1085,768,1137,670,1137
686,1139,768,1139,768,1189,686,1189
416,1141,594,1141,594,1191,416,1191
398,1195,596,1195,596,1248,398,1248
686,1193,768,1193,768,1245,686,1245
410,1247,598,1247,598,1305,410,1305
688,1247,768,1247,768,1299,688,1299
66,1307,598,1307,598,1367,66,1367
672,1311,768,1311,768,1361,672,1361
672,1365,770,1365,770,1417,672,1417
453,1369,596,1369,596,1419,453,1419
423,1419,600,1419,600,1475,423,1475
688,1417,770,1417,770,1467,688,1467
102,1511,396,1511,396,1569,102,1569
459,1575,622,1575,622,1627,459,1627
112,1577,276,1577,276,1625,112,1625
348,1575,388,1575,388,1625,348,1625
672,1575,832,1575,832,1627,672,1627
112,1617,182,1617,182,1669,112,1669
350,1617,392,1617,392,1669,350,1669
516,1619,622,1619,622,1671,516,1671
740,1619,830,1619,830,1669,740,1669
294,1677,418,1677,418,1733,294,1733
516,1677,622,1677,622,1731,516,1731
742,1679,832,1679,832,1733,742,1733
94,1777,830,1777,830,1824,94,1824
