44,136,522,136,522,174,44,174
46,186,514,186,514,216,46,216
46,210,252,210,252,234,46,234
46,238,436,238,436,264,46,264
46,270,274,270,274,294,46,294
46,294,332,294,332,318,46,318
410,306,600,306,600,336,410,336
38,324,148,324,148,348,38,348
38,346,384,346,384,372,38,372
42,398,310,398,310,426,42,426
54,464,200,464,200,490,54,490
274,466,602,466,602,492,274,492
274,492,356,492,356,516,274,516
82,524,202,524,202,550,82,550
482,526,534,526,534,550,482,550
556,528,592,528,592,550,556,550
30,560,352,560,352,586,30,586
482,562,536,562,536,586,482,586
242,590,344,590,344,616,242,616
482,594,534,594,534,616,482,616
242,630,302,630,302,654,242,654
482,634,538,634,538,656,482,656
244,660,358,660,358,688,244,688
482,666,538,666,538,688,482,688
244,702,356,702,356,728,244,728
482,706,538,706,538,728,482,728
242,760,308,760,308,784,242,784
470,764,538,764,538,788,470,788
242,792,336,792,336,818,242,818
474,796,538,796,538,820,474,820
34,836,182,836,182,864,34,864
258,835,396,835,396,863,258,863
476,834,576,834,576,864,476,864
32,866,136,866,136,892,32,892
340,866,394,866,394,890,340,890
520,868,576,868,576,892,520,892
30,944,130,944,130,968,30,968
124,944,298,944,298,968,124,968
320,944,528,944,528,970,320,970
70,1088,580,1088,580,1116,70,1116
116,1140,532,1140,532,1164,116,1164
198,1170,452,1170,452,1196,198,1196
120,1222,528,1222,528,1250,120,1250
72,1272,580,1272,580,1300,72,1300
54,1306,596,1306,596,1332,54,1332
250,1336,402,1336,402,1362,250,1362
92,1390,554,1390,554,1418,92,1418
