36,60,600,60,600,134,36,134
122,111,468,111,468,173,122,173
324,137,512,137,512,175,324,175
194,159,442,159,442,199,194,199
138,199,498,199,498,255,138,255
246,257,522,257,522,311,246,311
30,295,124,295,124,335,30,335
322,301,524,301,524,339,322,339
26,323,386,323,386,381,26,381
30,367,322,367,322,405,30,405
30,391,214,391,214,429,30,429
28,411,362,411,362,477,28,477
256,459,422,459,422,497,256,497
438,459,500,459,500,499,438,499
26,487,164,487,164,525,26,525
178,489,222,489,222,525,178,525
228,489,268,489,268,525,228,525
274,489,318,489,318,525,274,525
332,489,350,489,350,523,332,523
356,489,412,489,412,525,356,525
425,490,517,490,517,527,425,527
26,523,152,523,152,563,26,563
332,525,352,525,352,561,332,561
166,527,220,527,220,559,166,559
248,527,270,527,270,559,248,559
378,527,410,527,410,561,378,561
452,527,514,527,514,561,452,561
44,557,414,557,414,617,44,617
448,559,520,559,520,609,448,609
350,603,410,603,410,655,350,655
446,605,518,605,518,655,446,655
56,651,412,651,412,714,56,714
446,655,522,655,522,707,446,707
230,703,414,703,414,765,230,765
446,707,520,707,520,757,446,757
28,765,130,765,130,805,28,805
28,791,566,791,566,831,28,831
28,813,500,813,500,857,28,857
30,837,570,837,570,877,30,877
30,860,474,860,474,902,30,902
26,883,500,883,500,925,26,925
30,905,218,905,218,949,30,949
194,935,440,935,440,973,194,973
