42,274,711,274,711,452,42,452
226,438,560,438,560,485,226,485
258,475,528,475,528,523,258,523
210,513,558,513,558,565,210,565
306,631,430,631,430,679,306,679
52,709,190,709,190,759,52,759
310,709,416,709,416,757,310,757
310,747,510,747,510,797,310,797
50,749,236,749,236,797,50,797
309,785,653,785,653,830,309,830
50,789,124,789,124,835,50,835
310,821,590,821,590,877,310,877
49,829,177,829,177,875,49,875
50,941,574,941,574,990,50,990
624,971,700,971,700,1019,624,1019
389,981,529,981,529,1026,389,1026
50,983,270,983,270,1031,50,1031
678,1051,698,1051,698,1093,678,1093
50,1059,220,1059,220,1109,50,1109
624,1087,698,1087,698,1137,624,1137
50,1097,140,1097,140,1145,50,1145
626,1129,700,1129,700,1177,626,1177
50,1137,366,1137,366,1187,50,1187
50,1175,384,1175,384,1225,50,1225
598,1287,704,1287,704,1335,598,1335
50,1295,128,1295,128,1341,50,1341
612,1325,704,1325,704,1373,612,1373
50,1333,240,1333,240,1383,50,1383
578,1481,700,1481,700,1531,578,1531
258,1485,523,1485,523,1533,258,1533
50,1487,194,1487,194,1535,50,1535
610,1557,684,1557,684,1607,610,1607
434,1559,510,1559,510,1609,434,1609
50,1565,162,1565,162,1613,50,1613
534,1677,590,1677,590,1725,534,1725
50,1682,506,1682,506,1727,50,1727
50,1759,412,1759,412,1809,50,1809
50,1797,558,1797,558,1845,50,1845
340,1913,496,1913,496,1961,340,1961
254,1953,544,1953,544,2003,254,2003
