1820,1597,3180,1597,3180,1671,1820,1671
2252,1678,2750,1678,2750,1740,2252,1740
2344,1764,2660,1764,2660,1832,2344,1832
1924,1848,3084,1848,3084,1910,1924,1910
2058,1932,2944,1932,2944,1996,2058,1996
2304,2010,2698,2010,2698,2070,2304,2070
1769,2089,2606,2089,2606,2146,1769,2146
3088,2196,3240,2196,3240,2256,3088,2256
1770,2206,1898,2206,1898,2270,1770,2270
2232,2210,2348,2210,2348,2274,2232,2274
1770,2296,2486,2296,2486,2364,1770,2364
3018,2382,3240,2382,3240,2448,3018,2448
1766,2392,1988,2392,1988,2454,1766,2454
2238,2396,2274,2396,2274,2452,2238,2452
1770,2514,2464,2514,2464,2580,1770,2580
3016,2602,3234,2602,3234,2666,3016,2666
2234,2610,2282,2610,2282,2670,2234,2670
1768,2610,1988,2610,1988,2672,1768,2672
1770,2734,2566,2734,2566,2793,1770,2793
3019,2816,3234,2816,3234,2880,3019,2880
2236,2826,2284,2826,2284,2884,2236,2884
1768,2826,1986,2826,1986,2884,1768,2884
1770,2944,2750,2944,2750,3012,1770,3012
3020,3032,3240,3032,3240,3100,3020,3100
2234,3042,2280,3042,2280,3100,2234,3100
1766,3042,1988,3042,1988,3104,1766,3104
2642,3182,3240,3182,3240,3242,2642,3242
2706,3264,3242,3264,3242,3330,2706,3330
2723,3352,3241,3352,3241,3412,2723,3412
2735,3432,3243,3432,3243,3489,2735,3489
3018,3544,3242,3544,3242,3608,3018,3608
1770,3552,2174,3552,2174,3618,1770,3618
3012,3638,3242,3638,3242,3700,3012,3700
1770,3650,1956,3650,1956,3706,1770,3706
3020,3718,3242,3718,3242,3784,3020,3784
1770,3728,1998,3728,1998,3800,1770,3800
2478,3926,2762,3926,2762,3986,2478,3986
3034,3926,3240,3926,3240,3984,3034,3984
1770,3932,2120,3932,2120,3988,1770,3988
3134,4020,3240,4020,3240,4068,3134,4068
2654,4024,2768,4024,2768,4076,2654,4076
1770,4028,2130,4028,2130,4084,1770,4084
2148,4146,2860,4146,2860,4210,2148,4210
2024,4228,2986,4228,2986,4294,2024,4294
2150,4312,2854,4312,2854,4378,2150,4378
2066,4394,2934,4394,2934,4462,2066,4462
2116,4480,2890,4480,2890,4549,2116,4549
