2154,1871,2524,1871,2524,1963,2154,1963
2160,2267,2500,2267,2500,2361,2160,2361
1849,2371,2849,2371,2849,2451,1849,2451
1921,2565,2743,2565,2743,2646,1921,2646
2120,2662,2587,2662,2587,2747,2120,2747
1574,2869,2390,2869,2390,2950,1574,2950
2924,3033,3142,3033,3142,3125,2924,3125
1577,3067,1919,3067,1919,3164,1577,3164
2966,3133,3150,3133,3150,3223,2966,3223
1661,3166,2159,3166,2159,3251,1661,3251
2968,3327,3150,3327,3150,3419,2968,3419
1577,3360,2511,3360,2511,3441,1577,3441
2970,3429,3150,3429,3150,3517,2970,3517
1577,3461,2123,3461,2123,3550,1577,3550
2925,3527,3153,3527,3153,3613,2925,3613
1579,3557,2126,3557,2126,3647,1579,3647
2942,3621,3160,3621,3160,3717,2942,3717
1580,3659,1844,3659,1844,3759,1580,3759
2978,3823,3160,3823,3160,3909,2978,3909
1586,3855,2450,3855,2450,3936,1586,3936
