146,326,662,326,662,385,146,385
198,382,610,382,610,439,198,439
180,431,630,431,630,484,180,484
214,484,610,484,610,536,214,536
216,536,592,536,592,582,216,582
178,586,644,586,644,637,178,637
158,684,680,684,680,737,158,737
54,782,200,782,200,832,54,832
354,788,480,788,480,834,354,834
622,792,782,792,782,836,622,836
52,888,554,888,554,934,52,934
616,892,784,892,784,938,616,938
54,940,550,940,550,987,54,987
600,942,782,942,782,986,600,986
54,992,550,992,550,1038,54,1038
600,992,780,992,780,1038,600,1038
54,1042,532,1042,532,1086,54,1086
616,1042,782,1042,782,1092,616,1092
54,1092,550,1092,550,1138,54,1138
616,1094,782,1094,782,1138,616,1138
50,1144,532,1144,532,1190,50,1190
616,1144,782,1144,782,1190,616,1190
48,1194,550,1194,550,1238,48,1238
598,1194,780,1194,780,1238,598,1238
48,1244,550,1244,550,1290,48,1290
598,1244,780,1244,780,1288,598,1288
640,1342,748,1342,748,1388,640,1388
48,1344,604,1344,604,1392,48,1392
640,1394,746,1394,746,1438,640,1438
422,1396,604,1396,604,1438,422,1438
671,1444,751,1444,751,1486,671,1486
420,1444,604,1444,604,1486,420,1486
46,1540,272,1540,272,1596,46,1596
332,1544,530,1544,530,1588,332,1588
620,1544,762,1544,762,1590,620,1590
676,1594,768,1594,768,1638,676,1638
419,1596,533,1596,533,1644,419,1644
52,1600,178,1600,178,1640,52,1640
140,1746,658,1746,658,1794,140,1794
50,1796,768,1796,768,1846,50,1846
