76,49,318,49,318,103,76,103
76,135,764,135,764,191,76,191
76,177,258,177,258,231,76,231
76,219,336,219,336,269,76,269
76,261,278,261,278,307,76,307
76,339,406,339,406,387,76,387
76,399,278,399,278,445,76,445
292,399,506,399,506,445,292,445
76,439,164,439,164,485,76,485
292,443,614,443,614,493,292,493
76,481,186,481,186,527,76,527
74,523,202,523,202,569,74,569
72,563,208,563,208,611,72,611
290,565,410,565,410,613,290,613
74,605,192,605,192,651,74,651
290,607,364,607,364,651,290,651
74,671,154,671,154,717,74,717
300,675,420,675,420,719,300,719
486,677,548,677,548,721,486,721
572,677,758,677,758,725,572,725
102,713,166,713,166,761,102,761
641,715,779,715,779,763,641,763
372,717,418,717,418,763,372,763
70,777,588,777,588,833,70,833
160,821,230,821,230,865,160,865
380,823,446,823,446,867,380,867
484,823,554,823,554,867,484,867
624,827,736,827,736,871,624,871
70,869,324,869,324,917,70,917
158,913,286,913,286,961,158,961
378,917,446,917,446,961,378,961
484,919,552,919,552,963,484,963
624,921,736,921,736,967,624,967
70,961,208,961,208,1009,70,1009
156,1005,284,1005,284,1051,156,1051
378,1009,446,1009,446,1053,378,1053
486,1011,552,1011,552,1053,486,1053
624,1011,734,1011,734,1059,624,1059
74,1053,350,1053,350,1104,74,1104
158,1101,224,1101,224,1145,158,1145
260,1103,282,1103,282,1137,260,1137
378,1103,444,1103,444,1147,378,1147
486,1105,552,1105,552,1149,486,1149
624,1107,732,1107,732,1151,624,1151
70,1149,354,1149,354,1195,70,1195
158,1193,224,1193,224,1235,158,1235
260,1195,284,1195,284,1231,260,1231
378,1197,444,1197,444,1239,378,1239
484,1197,552,1197,552,1241,484,1241
622,1197,732,1197,732,1243,622,1243
70,1241,622,1241,622,1291,70,1291
156,1285,224,1285,224,1331,156,1331
260,1289,282,1289,282,1321,260,1321
362,1291,446,1291,446,1331,362,1331
484,1289,548,1289,548,1335,484,1335
608,1293,732,1293,732,1337,608,1337
66,1335,424,1335,424,1383,66,1383
140,1377,224,1377,224,1421,140,1421
258,1381,282,1381,282,1413,258,1413
364,1381,444,1381,444,1425,364,1425
484,1383,548,1383,548,1425,484,1425
592,1383,730,1383,730,1429,592,1429
64,1423,248,1423,248,1473,64,1473
154,1473,224,1473,224,1517,154,1517
380,1475,442,1475,442,1519,380,1519
258,1479,280,1479,280,1507,258,1507
482,1479,548,1479,548,1521,482,1521
620,1479,730,1479,730,1527,620,1527
66,1521,434,1521,434,1570,66,1570
154,1561,220,1561,220,1607,154,1607
256,1567,280,1567,280,1599,256,1599
358,1565,444,1565,444,1613,358,1613
482,1573,548,1573,548,1613,482,1613
604,1571,730,1571,730,1619,604,1619
64,1613,472,1613,472,1668,64,1668
150,1655,220,1655,220,1701,150,1701
372,1659,440,1659,440,1705,372,1705
480,1663,548,1663,548,1707,480,1707
604,1665,730,1665,730,1715,604,1715
64,1705,380,1705,380,1755,64,1755
152,1751,220,1751,220,1795,152,1795
360,1753,440,1753,440,1799,360,1799
480,1757,548,1757,548,1801,480,1801
606,1759,730,1759,730,1809,606,1809
98,1821,444,1821,444,1877,98,1877
595,1829,691,1829,691,1877,595,1877
312,1871,440,1871,440,1921,312,1921
608,1879,692,1879,692,1925,608,1925
230,1913,446,1913,446,1965,230,1965
622,1925,692,1925,692,1967,622,1967
146,1953,446,1953,446,2011,146,2011
620,1965,692,1965,692,2015,620,2015
80,2011,446,2011,446,2073,80,2073
564,2023,694,2023,694,2077,564,2077
118,2113,268,2113,268,2166,118,2166
614,2127,714,2127,714,2177,614,2177
92,2193,282,2193,282,2249,92,2249
336,2201,506,2201,506,2255,336,2255
598,2209,716,2209,716,2263,598,2263
92,2253,220,2253,220,2303,92,2303
405,2263,507,2263,507,2311,405,2311
630,2265,716,2265,716,2313,630,2313
