74,254,578,254,578,290,74,290
200,294,444,294,444,328,200,328
116,334,532,334,532,368,116,368
116,374,532,374,532,408,116,408
144,416,486,416,486,450,144,450
228,454,416,454,416,486,228,486
116,494,528,494,528,530,116,530
144,571,466,571,466,608,144,608
346,616,514,616,514,648,346,648
30,650,214,650,214,684,30,684
344,654,584,654,584,688,344,688
32,728,240,728,240,762,32,762
316,732,486,732,486,766,316,766
542,734,600,734,600,768,542,768
32,770,228,770,228,802,32,802
320,774,338,774,338,800,320,800
532,772,616,772,616,806,532,806
404,776,472,776,472,802,404,802
32,806,368,806,368,842,32,842
32,844,228,844,228,880,32,880
320,852,338,852,338,878,320,878
528,850,612,850,612,884,528,884
402,852,472,852,472,882,402,882
30,884,398,884,398,921,30,921
32,962,172,962,172,996,32,996
546,970,616,970,616,1000,546,1000
30,1000,210,1000,210,1041,30,1041
544,1008,612,1008,612,1040,544,1040
32,1078,272,1078,272,1113,32,1113
30,1116,330,1116,330,1152,30,1152
32,1154,242,1154,242,1188,32,1188
260,1156,300,1156,300,1188,260,1188
476,1158,600,1158,600,1192,476,1192
28,1192,154,1192,154,1224,28,1224
476,1196,598,1196,598,1228,476,1228
28,1266,128,1266,128,1298,28,1298
260,1268,302,1268,302,1300,260,1300
476,1270,607,1270,607,1300,476,1300
28,1344,458,1344,458,1378,28,1378
32,1384,472,1384,472,1418,32,1418
32,1424,86,1424,86,1456,32,1456
246,1424,416,1424,416,1458,246,1458
434,1424,544,1424,544,1456,434,1456
32,1502,218,1502,218,1538,32,1538
346,1502,412,1502,412,1534,346,1534
476,1502,542,1502,542,1536,476,1536
